vibration_amplitude_mm,vibration_frequency_hz,stress_mPa,strain_micro,concrete_age_years,ambient_temp_c,humidity_pct,maintenance_score,material_grade,foundation_settlement_mm,load_ratio,failure_risk
10.65,104.07,21.02,593.97,62.6,-8.4,22.0,2,M30,14.55,0.55,Low
1.65,35.44,73.42,1175.39,10.0,-0.8,53.8,4,M20,23.45,0.82,High
8.53,56.65,87.22,3418.64,60.9,27.6,76.9,4,M40,7.11,0.64,High
3.89,74.71,27.83,973.23,36.6,-5.6,61.0,4,M20,11.47,0.49,Low
14.45,49.93,47.06,1650.83,34.3,1.4,68.9,1,M40,16.38,1.22,Medium
7.28,51.87,12.32,202.07,32.4,10.3,58.8,4,M40,21.12,1.22,Low
12.1,40.3,52.53,1450.57,38.7,-5.3,94.4,5,M30,6.33,0.66,Medium
8.28,68.14,47.74,2042.49,70.9,1.5,24.1,9,M20,7.01,0.63,Medium
0.7,102.22,17.28,3340.62,41.6,44.7,56.8,3,M50,22.13,0.54,Low
9.52,24.98,42.58,1856.9,71.5,-8.8,26.9,3,M20,2.01,1.14,High
14.27,112.2,33.4,2884.96,14.3,29.2,32.0,5,M30,15.14,0.82,Medium
9.04,83.0,49.36,1960.23,54.6,13.1,48.7,10,M40,21.51,0.3,Low
12.3,98.97,54.78,238.67,61.1,30.4,31.7,6,M50,23.04,1.14,Medium
13.27,67.19,5.72,1171.03,51.3,25.3,92.3,3,M30,0.32,0.79,Low
3.46,93.76,69.69,2056.87,45.9,3.4,91.0,1,M20,9.24,0.66,High
3.22,2.93,65.61,3332.02,42.8,40.8,45.2,10,M40,6.43,0.57,Medium
9.18,98.39,36.13,3021.04,64.7,19.5,68.0,8,M20,14.2,0.31,Medium
6.19,5.78,9.5,876.41,61.8,39.4,60.0,1,M20,15.82,1.25,Low
12.61,106.9,69.17,848.37,10.0,14.4,81.2,2,M50,24.99,1.02,Medium
13.51,119.04,86.19,783.99,63.8,49.1,67.1,3,M30,12.82,0.34,High
5.33,35.99,25.41,3236.5,31.6,36.2,20.0,6,M20,13.79,0.76,Medium
3.59,26.03,32.5,2999.06,19.8,48.0,77.2,4,M30,10.36,0.81,Low
11.72,92.08,20.62,2734.6,65.4,20.9,76.0,4,M20,3.69,0.38,Low
4.16,31.11,54.04,1435.3,33.0,18.4,58.2,9,M20,7.58,0.67,High
12.35,104.0,18.16,1814.89,60.8,35.3,87.7,6,M20,6.17,0.91,Low
6.38,13.24,35.28,1678.73,20.5,42.8,88.1,2,M40,20.03,0.51,Low
10.03,15.99,64.25,961.55,1.3,47.8,59.3,7,M40,13.65,0.56,Medium
1.48,117.52,52.61,1817.1,37.7,9.5,65.6,3,M30,7.4,0.33,Medium
9.38,81.19,37.85,203.69,8.4,37.9,94.7,9,M20,12.23,0.65,Medium
6.8,101.78,40.72,548.16,56.8,2.6,42.4,6,M40,5.47,0.84,Low
8.82,39.6,52.78,3114.4,21.4,22.7,44.3,8,M30,4.63,0.33,Medium
2.56,81.5,5.5,2655.71,33.8,0.8,33.7,1,M30,21.5,0.88,Low
11.07,71.71,11.67,1537.75,7.4,10.8,87.2,2,M40,23.62,0.64,Low
12.95,72.77,79.91,1858.31,22.2,45.9,75.8,6,M30,2.0,0.95,High
3.29,82.22,11.62,1358.0,58.8,-1.2,27.9,3,M30,19.12,0.55,Low
1.48,69.47,65.08,2618.65,12.2,27.9,93.6,1,M50,11.33,0.83,Medium
0.4,52.06,83.2,2766.24,48.9,25.6,74.8,6,M30,9.72,0.87,High
9.65,33.83,28.01,2695.17,68.9,-2.8,83.8,5,M30,17.24,0.96,Medium
9.13,92.46,36.49,2556.88,51.3,9.6,23.6,9,M30,6.66,1.03,Low
8.22,27.93,53.36,795.31,61.0,23.8,57.9,6,M20,0.51,0.35,Medium
3.52,83.39,79.95,1249.1,9.1,1.2,72.4,5,M40,5.35,1.26,Medium
5.89,28.77,85.06,1697.47,19.6,38.0,60.7,1,M40,4.62,1.13,Medium
8.94,75.41,67.86,1224.7,67.2,48.3,70.0,1,M20,0.85,0.82,High
7.48,89.9,12.36,2666.8,53.9,2.9,81.3,1,M20,8.03,1.18,Low
14.82,27.03,61.88,1219.8,48.3,1.2,48.1,7,M50,11.86,0.62,Medium
2.09,8.13,39.88,569.99,50.1,17.3,83.7,6,M30,18.4,0.24,Low
10.44,16.59,45.01,1456.74,31.7,34.9,32.2,5,M20,8.14,1.0,High
6.09,73.11,9.18,3431.71,4.3,6.9,40.3,4,M20,4.86,1.24,Low
6.45,102.08,21.24,868.0,59.0,-8.8,23.3,8,M30,5.77,0.38,Low
10.78,6.35,72.19,2181.34,51.2,22.5,47.3,8,M20,22.28,0.91,High
10.4,88.36,43.59,1572.11,36.0,47.4,48.5,5,M20,5.12,1.09,Medium
14.87,41.62,30.64,341.48,67.6,13.5,80.4,4,M40,21.98,1.2,Medium
1.97,57.94,37.64,1758.78,25.9,15.2,69.0,2,M40,11.18,0.5,Low
1.61,111.53,77.62,2487.36,22.8,48.1,52.8,7,M30,23.36,0.34,High
10.88,40.5,68.66,1844.95,65.6,31.7,68.9,5,M20,10.2,0.47,High
8.7,56.38,28.15,3065.16,60.0,33.2,24.0,3,M30,4.44,0.84,Medium
4.15,2.63,14.99,1082.39,39.1,23.8,33.5,9,M20,13.73,1.21,Low
1.24,10.71,26.42,393.25,10.7,48.5,67.0,9,M30,14.69,0.84,Low
1.33,31.77,83.26,3284.32,16.9,31.3,68.1,10,M20,15.89,1.21,High
13.42,4.31,54.44,1385.87,49.6,43.7,78.1,8,M20,10.29,1.05,High
2.92,76.13,50.35,2059.78,29.5,32.0,50.2,1,M30,1.22,0.86,Medium
4.88,51.74,55.69,2792.81,62.9,34.1,74.2,3,M50,15.67,0.22,Low
3.44,66.23,36.11,1202.67,71.3,7.4,71.3,2,M20,23.33,0.57,Medium
5.36,21.78,73.6,2534.96,60.6,8.2,92.3,4,M30,23.94,0.26,High
1.09,36.22,49.48,560.42,28.9,37.0,36.1,2,M30,14.92,0.55,Medium
7.81,80.0,14.92,1090.4,59.4,7.8,61.4,8,M30,0.5,0.27,Low
1.06,115.87,15.97,592.02,27.0,23.8,65.1,1,M40,2.65,0.38,Low
12.02,7.0,50.63,2858.18,13.4,5.0,94.9,4,M30,20.85,0.65,Medium
3.54,106.96,84.61,857.01,3.5,39.0,35.1,5,M40,20.74,0.77,Medium
8.12,69.65,31.21,2539.17,29.5,-3.4,59.2,10,M20,23.65,0.44,Medium
13.21,68.11,78.91,3307.21,67.9,39.8,46.0,4,M40,14.09,1.01,High
9.78,60.53,69.95,1894.43,18.7,26.2,59.4,8,M20,21.6,0.85,High
8.02,9.26,26.06,1936.1,16.3,1.2,37.4,2,M20,20.62,0.96,Medium
4.9,11.7,8.09,1667.51,72.8,22.5,23.6,9,M20,14.74,1.01,Low
5.03,72.51,13.66,1208.03,2.9,6.9,62.9,2,M20,19.59,1.0,Low
10.06,41.57,66.92,1717.23,59.1,9.4,45.2,2,M30,3.14,1.23,High
14.91,110.15,21.97,2149.55,24.8,11.1,33.6,2,M30,15.98,0.46,Low
9.94,49.38,36.56,3452.37,3.8,-6.2,44.3,10,M40,23.84,0.5,Low
8.39,18.05,47.64,3288.4,68.9,49.2,23.7,8,M20,4.05,0.3,Medium
10.97,86.05,66.66,3031.32,11.3,-8.1,91.3,3,M30,18.6,0.85,High
7.0,35.91,14.62,3123.04,41.8,29.7,63.6,10,M30,8.02,0.63,Low
0.95,63.53,39.54,1690.69,21.3,12.3,81.1,10,M30,20.43,0.75,Low
8.46,84.04,46.23,2335.31,5.8,28.8,51.7,8,M20,17.43,0.39,Medium
14.37,108.13,50.97,3143.23,4.7,11.4,87.7,7,M20,23.15,0.91,High
2.67,95.27,74.56,1436.03,9.6,30.4,56.2,10,M30,17.8,0.88,Medium
10.37,81.49,19.59,3369.99,6.3,33.8,63.0,4,M40,10.26,0.49,Low
3.05,81.88,73.67,1513.67,57.3,31.4,56.9,7,M40,0.27,0.71,Medium
8.06,113.57,63.89,2143.68,36.9,-3.2,75.0,8,M20,19.82,1.18,High
1.5,36.2,52.25,2513.34,26.4,29.4,62.5,6,M20,10.21,1.05,High
6.78,1.13,64.46,3332.01,32.0,6.8,40.4,6,M20,16.77,0.45,High
11.35,33.36,40.02,931.7,69.7,-8.3,30.9,3,M30,2.63,1.17,Medium
5.25,26.93,16.76,2636.85,68.4,14.9,65.5,5,M30,22.27,0.27,Low
9.99,79.76,61.59,1870.77,54.0,16.0,56.7,10,M20,10.89,0.66,High
11.94,76.41,49.6,1013.09,66.5,18.0,27.2,2,M30,22.99,0.29,Medium
13.91,71.62,59.35,2740.46,24.7,32.3,49.7,5,M30,17.68,1.22,High
3.56,2.93,33.73,1977.56,29.2,8.5,58.6,5,M30,3.04,0.24,Low
6.02,87.72,82.08,2347.31,46.4,8.9,82.0,7,M20,14.48,0.37,High
2.33,39.5,54.93,1197.86,47.1,-6.4,25.7,4,M30,22.75,1.21,Medium
14.89,80.14,12.26,1736.33,36.6,31.2,46.1,6,M30,20.0,0.84,Low
13.91,67.23,43.23,2199.0,30.6,24.1,81.7,9,M40,10.45,1.07,Medium
8.12,41.78,69.29,1476.7,74.0,11.0,68.6,4,M40,23.88,0.22,Medium
12.64,17.01,72.5,774.47,61.8,32.3,41.7,6,M20,6.71,0.66,High
7.84,12.24,47.04,3369.58,33.2,22.2,83.4,9,M20,9.38,1.28,High
9.37,99.95,81.05,1838.99,54.8,18.2,57.0,10,M30,18.74,0.84,High
1.38,110.29,27.75,2595.33,20.9,20.7,57.4,1,M30,5.82,1.13,Low
11.34,78.32,39.9,1497.56,8.4,28.2,93.2,8,M50,12.88,1.26,Low
1.96,13.31,81.38,1307.45,27.1,29.6,91.0,1,M30,18.22,0.95,High
12.4,48.84,81.18,1484.36,30.8,7.3,46.9,4,M40,16.1,0.56,Medium
11.74,87.74,63.29,1491.27,2.2,-1.6,30.5,3,M30,3.88,0.54,Medium
10.65,93.8,78.01,1950.21,61.3,-0.6,44.4,4,M40,15.74,0.28,Medium
0.59,15.07,12.55,1947.8,27.6,28.4,22.3,7,M40,14.32,0.67,Low
4.58,1.0,78.52,1790.32,44.0,42.4,21.6,9,M40,13.95,1.21,Medium
3.98,85.74,32.25,558.27,6.5,14.6,49.7,9,M30,20.65,0.73,Low
5.43,43.43,20.16,1786.66,13.9,0.2,90.6,10,M40,4.6,1.2,Low
1.36,31.28,25.35,674.95,66.8,35.4,85.4,1,M20,18.79,1.1,Medium
14.06,2.53,40.53,528.86,46.0,39.9,58.4,10,M50,19.02,1.28,Low
8.33,65.3,26.35,3271.0,71.3,42.8,62.4,1,M30,18.07,1.24,Medium
4.62,102.29,32.25,2156.83,74.9,26.4,20.4,9,M30,12.65,0.98,Low
5.98,114.96,16.47,2342.27,28.5,41.6,36.2,4,M50,9.89,1.16,Low
6.74,68.32,30.18,1466.1,23.1,-9.1,21.9,3,M40,9.87,1.02,Low
9.03,62.22,53.64,3190.54,64.5,-3.6,76.6,9,M40,18.35,0.97,Medium
7.76,11.12,42.56,2268.96,74.9,-4.4,30.9,5,M20,12.45,0.99,High
13.79,66.32,34.47,2715.18,47.6,32.8,85.2,6,M50,8.46,0.99,Low
7.48,46.22,68.45,1353.11,59.8,-5.8,68.2,1,M40,15.64,0.62,Medium
14.88,73.25,80.95,3364.04,58.8,19.8,37.2,1,M30,20.93,0.67,High
12.78,47.26,69.33,2889.57,27.3,18.4,31.8,7,M50,1.54,0.52,Low
3.17,29.6,33.22,3003.42,43.5,8.6,67.1,10,M20,24.3,0.36,Medium
13.96,12.3,68.28,685.46,62.6,42.2,87.6,8,M20,2.42,0.7,High
1.79,38.48,17.92,1021.27,51.9,0.2,73.9,8,M30,12.79,1.19,Low
12.27,12.5,16.08,1071.13,2.6,11.1,46.1,7,M20,14.01,0.92,Low
5.74,22.05,34.38,1021.09,25.9,36.5,64.1,9,M40,3.46,0.26,Low
13.18,118.49,73.65,3008.39,11.7,-8.2,43.3,1,M20,22.89,1.09,High
13.03,53.85,25.94,208.41,18.2,30.4,94.9,2,M20,11.79,1.23,Medium
12.1,64.29,10.38,358.74,68.0,39.0,76.2,3,M30,3.58,1.11,Low
11.86,104.96,16.2,1031.31,3.7,45.9,66.1,5,M30,17.79,1.0,Low
4.6,119.47,77.99,779.57,17.3,42.6,51.7,4,M20,16.59,0.37,High
1.26,70.34,58.87,888.32,23.9,9.2,66.4,4,M20,24.07,0.58,High
6.07,97.68,26.52,2813.01,46.6,25.2,45.6,8,M30,11.04,0.82,Low
2.64,39.91,52.2,2014.63,40.5,-5.4,22.2,8,M40,6.69,0.28,Low
10.44,37.38,49.84,119.62,17.2,5.5,49.6,7,M40,1.5,0.32,Low
5.22,48.92,60.71,1559.7,13.2,-4.3,89.8,1,M20,18.33,1.23,High
14.64,81.03,24.82,1486.81,18.5,8.9,67.0,10,M30,15.43,0.97,Low
9.63,82.18,78.47,487.41,38.2,42.5,26.3,4,M20,24.32,0.5,High
12.35,38.51,31.3,2398.88,21.1,10.8,86.4,1,M30,17.8,0.56,Medium
2.03,16.85,64.0,2487.13,71.1,23.7,40.2,5,M50,23.33,0.62,Medium
12.94,76.26,6.37,2551.04,35.3,16.0,38.3,3,M30,24.79,0.28,Low
13.85,16.27,36.68,2576.8,5.4,17.5,42.3,3,M30,10.71,1.01,Medium
7.33,69.84,34.9,100.18,55.0,48.2,63.3,4,M20,3.76,0.39,Medium
9.11,83.52,51.2,3343.33,25.3,7.8,60.9,2,M50,4.9,1.09,Medium
11.48,84.37,11.18,2868.31,49.4,27.6,56.9,7,M30,7.96,1.13,Low
2.66,90.66,72.16,3173.54,21.7,15.2,73.8,4,M30,12.72,0.9,High
7.56,104.87,23.51,153.19,43.2,-6.3,43.7,5,M30,3.06,1.05,Low
6.01,60.5,62.55,3275.12,58.1,19.4,78.7,2,M20,7.54,0.39,High
2.24,87.9,73.27,2853.28,69.7,38.8,33.1,6,M40,7.69,0.83,Medium
5.54,74.68,52.76,2946.55,20.3,-4.1,78.7,9,M20,0.1,0.94,Medium
1.07,23.21,67.98,417.18,25.8,-5.8,69.8,8,M40,8.85,0.93,Low
0.44,4.06,61.26,2611.85,35.4,-0.8,71.2,8,M30,2.9,0.33,Medium
2.07,34.86,35.22,3363.72,69.6,35.9,56.1,2,M20,10.74,0.58,Medium
14.45,53.72,73.75,2407.06,67.7,33.4,70.0,4,M20,4.91,0.56,High
8.27,74.44,30.05,2039.91,7.7,23.9,26.0,8,M40,20.55,0.83,Low
14.49,102.15,53.55,3315.14,10.8,18.1,83.9,1,M30,2.01,1.04,Medium
6.52,24.35,68.36,1605.99,37.7,43.3,24.2,8,M20,21.64,0.83,High
4.71,15.94,37.21,2137.6,8.9,36.0,31.2,3,M20,14.51,1.03,Medium
7.62,115.65,30.74,1719.55,26.6,38.7,63.3,8,M40,11.47,0.31,Low
6.62,13.86,44.04,3271.68,12.0,38.8,75.5,6,M40,13.74,1.17,Low
1.63,57.94,74.53,358.69,48.1,28.6,25.7,7,M40,9.4,0.79,Medium
9.63,70.68,84.04,1803.81,71.3,17.5,89.1,2,M30,3.19,0.24,High
3.28,65.42,51.33,2435.64,74.8,41.9,93.0,1,M30,19.15,0.91,Medium
9.31,11.24,61.22,2792.48,28.8,45.6,65.4,6,M20,23.2,0.77,High
9.77,7.79,81.78,2082.26,45.3,-8.6,56.1,3,M20,23.75,0.44,High
2.32,13.55,13.38,3190.32,64.4,-6.9,75.6,4,M40,16.77,1.04,Low
0.97,70.68,24.73,3302.77,9.7,47.5,44.6,9,M40,10.26,1.23,Low
11.72,65.78,65.26,318.69,52.0,6.6,57.0,3,M40,11.96,0.55,Medium
6.92,28.82,75.02,1468.06,31.3,42.4,88.7,2,M30,16.42,0.74,High
0.92,76.9,77.85,179.76,16.3,13.3,91.7,2,M40,20.58,0.34,Medium
14.92,98.59,40.28,1220.02,30.8,-2.9,89.5,2,M50,9.36,1.22,Low
0.91,5.95,12.59,1925.35,6.6,-5.2,39.7,6,M30,22.92,0.55,Low
10.44,60.28,42.21,3196.7,52.5,-0.6,37.4,2,M20,8.11,0.41,Medium
14.76,83.03,24.61,2978.28,19.7,5.0,42.3,7,M30,13.27,0.73,Low
3.63,31.03,29.75,533.5,24.0,19.3,53.1,7,M20,24.03,0.25,Medium
2.18,37.62,70.64,416.3,10.0,32.1,43.6,7,M40,23.45,0.48,Medium
1.86,74.02,11.42,2103.51,65.0,49.2,48.1,2,M30,17.39,0.27,Low
4.58,107.85,75.34,1909.2,37.5,16.5,66.5,7,M30,8.11,0.34,Medium
1.56,97.38,41.35,1005.68,43.3,21.1,77.2,10,M30,5.48,0.32,Low
10.4,70.39,55.67,3158.14,43.1,21.3,75.2,8,M30,2.0,1.16,Medium
0.98,87.9,12.62,3253.05,31.4,22.4,81.1,8,M20,17.72,1.22,Low
7.67,44.41,33.68,1468.88,15.2,21.1,22.4,2,M50,12.59,0.72,Low
14.95,77.27,12.62,3127.03,56.1,-9.5,23.6,5,M20,14.31,0.89,Low
12.22,56.48,86.73,1405.43,10.4,-9.9,79.2,6,M40,11.81,0.97,Medium
9.25,23.6,73.62,2605.18,8.7,-4.1,60.0,9,M40,12.07,0.63,Medium
4.63,84.51,44.07,1718.2,53.6,-3.9,63.4,6,M20,14.28,0.61,Medium
9.38,67.22,24.01,516.78,16.5,32.3,23.9,10,M50,22.86,0.94,Low
7.93,43.68,84.34,3254.98,23.7,2.3,39.1,6,M30,0.73,0.61,High
6.42,109.45,34.29,1643.93,36.2,43.7,67.9,10,M30,20.04,0.84,Low
2.0,3.49,18.68,2597.26,34.3,45.7,84.4,10,M30,9.76,0.77,Low
13.3,38.58,52.87,1348.39,53.4,48.6,88.8,6,M30,18.62,0.78,Medium
6.77,7.77,85.22,164.19,47.1,46.3,57.5,9,M20,23.71,1.11,High
2.96,92.22,5.33,441.8,48.7,6.3,60.9,10,M40,7.66,0.97,Low
5.55,84.55,25.24,1787.15,53.8,20.6,82.5,7,M30,2.24,1.26,Low
6.24,40.43,84.77,2445.88,22.7,0.5,60.3,1,M20,5.81,1.07,High
12.42,81.4,19.54,1238.1,24.9,38.4,58.8,1,M40,5.55,0.36,Low
11.02,48.12,14.63,2464.66,33.4,43.3,87.9,4,M40,18.55,1.01,Low
11.55,90.99,53.47,2475.36,23.8,41.1,79.2,2,M30,1.55,0.93,Medium
0.21,55.05,78.26,2493.38,73.9,16.0,88.2,3,M20,1.27,0.91,High
6.27,50.06,45.55,1774.57,61.2,35.5,36.4,7,M30,17.34,0.73,Medium
7.25,112.23,89.54,3210.61,13.2,-4.1,59.3,7,M20,13.92,0.27,High
0.34,30.85,62.73,1763.27,1.4,-7.6,83.2,3,M30,10.44,1.25,Medium
3.93,15.33,11.3,1630.9,4.2,35.2,28.3,2,M50,14.38,1.14,Low
11.42,70.56,89.39,777.89,19.1,15.5,79.6,1,M20,18.38,0.74,High
2.1,116.35,39.67,1146.03,9.5,49.7,33.7,9,M20,2.59,0.37,Low
8.05,45.96,29.43,243.94,40.5,-4.2,80.6,10,M40,13.83,1.11,Low
3.27,8.38,52.42,2254.02,64.5,41.3,65.9,3,M20,20.61,0.67,High
0.23,41.38,30.87,945.02,55.5,18.8,34.5,9,M20,9.06,0.63,Low
3.66,61.21,12.35,1134.13,17.0,39.6,55.5,4,M30,19.08,0.93,Low
14.64,20.27,5.12,2720.77,30.5,39.0,71.1,10,M40,21.14,1.03,Low
12.03,79.31,43.21,1212.55,38.6,45.0,67.5,6,M40,20.52,0.27,Medium
14.4,119.73,76.13,923.47,61.0,7.9,52.0,7,M40,16.26,1.04,High
7.34,54.76,53.65,674.8,63.1,47.0,87.5,10,M30,17.93,1.01,Medium
1.69,43.21,89.93,2734.52,68.3,-0.9,58.9,6,M40,19.69,0.85,High
8.24,48.68,29.38,541.0,38.7,-5.1,57.9,1,M20,18.34,0.57,Medium
6.84,14.7,28.84,1642.76,52.4,15.9,24.7,6,M30,11.29,0.38,Low
12.67,106.11,18.58,1823.56,9.3,39.7,89.2,6,M30,3.98,0.31,Low
1.52,50.36,18.95,2437.13,42.8,18.4,33.3,5,M20,7.74,0.2,Low
7.35,47.09,29.24,2253.16,19.4,39.8,59.6,3,M30,5.18,0.43,Low
2.29,79.5,72.39,2856.45,32.9,33.8,80.3,10,M30,9.04,0.65,Medium
4.9,53.6,81.99,252.15,47.9,2.6,36.2,3,M30,12.23,0.47,High
11.07,78.14,87.88,1107.9,20.0,46.9,59.6,10,M30,23.98,0.54,High
7.17,8.31,24.74,1052.46,4.9,-6.4,38.1,7,M40,23.99,0.63,Low
5.67,97.83,79.91,596.46,1.8,43.9,77.0,8,M40,19.24,0.54,Medium
5.95,112.92,32.9,1083.21,2.6,8.3,62.3,3,M20,24.5,1.0,Medium
6.92,78.2,14.59,1153.2,1.6,20.0,84.2,3,M30,24.95,0.74,Low
11.79,114.59,78.95,1874.41,9.2,15.3,87.1,7,M20,22.13,0.22,High
13.39,19.02,59.07,2356.6,18.7,0.3,68.7,10,M20,1.99,0.45,High
14.33,57.81,19.0,1395.74,17.4,11.5,74.4,7,M40,10.65,0.98,Low
11.81,72.62,41.54,2546.2,74.0,1.6,61.2,9,M20,13.35,0.53,Medium
4.77,70.23,29.42,1242.96,23.6,2.2,48.8,6,M20,3.1,1.21,Low
10.34,48.77,67.63,1086.96,10.4,1.2,68.6,7,M20,20.22,0.98,High
6.59,41.23,43.54,1940.04,41.4,19.3,88.1,10,M40,3.72,0.52,Low
3.86,16.09,89.09,180.64,64.5,37.9,51.3,1,M20,9.58,0.77,High
12.62,47.62,9.65,371.28,51.2,24.1,43.6,7,M40,1.72,0.93,Low
0.62,20.36,35.18,1521.1,22.9,43.6,49.1,2,M20,13.11,0.41,Medium
13.53,88.39,45.96,3305.9,42.6,28.2,52.7,7,M40,14.93,0.47,Medium
6.95,25.85,47.77,2553.14,53.9,31.4,25.5,3,M50,18.38,0.76,Medium
9.58,7.97,31.85,399.63,54.9,30.1,57.4,9,M30,8.49,1.22,Low
9.91,66.73,66.99,2977.48,50.3,17.0,57.1,5,M40,14.76,0.58,Medium
13.43,71.83,79.35,2589.82,65.4,31.4,64.1,7,M40,18.35,0.64,High
9.57,104.76,84.79,2177.22,65.4,-5.8,47.2,8,M40,19.05,0.41,High
9.23,69.66,73.43,2889.0,43.8,41.6,66.0,2,M40,7.54,0.85,Medium
1.05,42.11,77.3,1473.97,32.8,36.7,85.9,1,M20,1.69,1.01,High
7.8,96.56,51.8,853.1,48.5,4.7,91.7,7,M30,0.94,0.68,Medium
2.3,65.29,75.2,1840.88,61.5,36.1,63.8,6,M50,19.2,1.03,Medium
11.07,10.43,30.8,1966.06,1.4,-9.2,23.2,6,M30,9.64,0.53,Low
7.71,68.34,38.87,1930.31,74.4,3.0,92.7,2,M50,3.35,0.98,Low
10.22,109.05,31.94,2021.25,14.5,-6.1,72.9,3,M30,4.61,0.48,Low
0.67,48.16,44.73,3325.6,35.8,36.8,45.2,4,M30,19.15,1.06,Medium
1.32,36.26,29.27,3167.64,65.5,35.4,31.0,3,M40,14.97,1.11,Low
10.76,18.07,86.74,3077.44,17.7,38.8,30.8,2,M40,12.54,1.08,High
1.13,19.02,31.59,2824.82,36.3,-9.7,32.6,3,M30,15.58,0.44,Low
1.12,52.5,13.33,3307.66,10.8,20.1,23.4,6,M20,3.44,0.96,Low
0.23,71.89,49.78,434.88,30.2,32.3,87.7,9,M40,7.98,0.79,Low
14.35,10.59,9.85,1001.42,14.1,-0.7,60.6,4,M50,9.35,1.28,Low
11.08,112.81,14.4,1783.19,27.9,29.0,72.5,6,M30,7.86,0.6,Low
5.33,90.86,23.65,2978.22,28.6,-5.0,82.1,1,M20,21.61,1.05,Medium
4.48,70.81,44.47,1817.56,74.5,0.9,79.4,6,M20,14.54,0.61,Medium
5.28,99.58,41.83,2643.32,74.6,18.5,86.2,3,M50,18.23,0.64,Low
11.63,10.54,72.97,572.46,9.5,29.2,92.5,9,M20,5.92,0.32,High
9.94,57.74,67.86,958.21,54.7,-1.2,52.9,4,M30,6.6,0.46,Medium
2.82,75.98,41.24,2588.04,4.8,1.1,91.3,7,M20,5.63,0.38,Medium
2.65,99.61,33.36,660.1,3.2,2.3,74.2,4,M20,17.2,0.38,Medium
1.52,94.23,31.9,1294.61,8.8,4.3,25.3,6,M30,8.73,0.21,Low
9.92,33.97,70.79,1000.55,72.4,3.6,71.1,7,M20,10.13,1.07,High
11.48,112.96,9.43,1289.53,70.6,13.7,71.5,2,M40,17.73,0.71,Low
4.01,15.8,6.09,2508.3,15.4,29.2,87.9,10,M30,24.29,1.08,Low
0.36,105.14,72.62,1350.68,13.0,16.3,48.0,6,M30,4.05,0.87,Medium
1.28,116.54,45.56,1987.9,18.8,36.6,63.9,8,M30,1.57,1.11,Low
14.52,22.08,16.12,439.77,39.2,33.2,20.9,6,M50,4.87,0.75,Low
4.47,86.93,25.02,2837.06,43.2,-2.4,44.9,2,M40,18.37,0.3,Low
11.55,5.79,84.26,1357.62,17.4,-7.1,24.7,4,M20,4.87,0.88,High
9.39,49.25,78.06,2305.02,57.0,42.7,59.1,1,M20,14.61,0.95,High
5.76,62.44,65.33,2566.32,23.9,-5.2,81.3,7,M30,14.76,0.89,Medium
3.13,70.1,45.99,812.85,69.2,-1.1,35.5,8,M40,7.36,1.08,Low
1.86,112.38,49.23,3107.89,49.6,-8.7,59.6,10,M30,1.72,1.0,Medium
9.24,81.0,87.9,2195.16,33.3,27.7,35.3,2,M20,9.98,0.68,High
11.63,58.27,87.09,1557.67,59.5,24.9,29.1,10,M40,4.67,1.1,Medium
9.68,97.35,23.3,719.94,61.5,49.2,58.3,5,M30,4.61,0.96,Low
7.98,114.11,73.94,3303.82,22.5,43.2,25.9,8,M30,13.06,0.33,Medium
0.68,3.63,21.77,2667.23,26.1,14.7,64.1,8,M20,16.83,0.79,Low
14.53,117.92,23.15,807.28,70.3,12.3,22.4,5,M20,1.89,1.0,Medium
11.99,11.25,62.47,1248.22,13.2,7.8,28.0,8,M20,14.46,0.81,High
4.43,97.91,39.43,2852.89,4.1,-0.9,61.2,6,M20,6.16,1.24,Medium
14.7,34.36,84.18,2465.3,34.6,-1.7,64.4,5,M50,16.83,0.31,Medium
9.05,16.73,12.57,2703.67,60.3,-2.1,22.2,4,M20,20.26,0.99,Low
8.76,53.34,48.48,1600.08,58.1,-3.2,63.0,5,M30,20.18,1.11,Medium
11.23,77.63,83.07,2536.02,69.0,4.4,82.9,4,M30,9.25,0.97,High
12.19,46.33,81.85,1414.08,40.5,8.4,74.2,1,M30,14.18,0.62,High
9.86,7.49,18.3,818.29,8.4,47.7,29.8,3,M40,19.84,0.62,Low
1.97,72.34,36.16,2251.1,44.6,24.7,64.4,8,M40,1.52,0.85,Low
5.11,108.39,57.63,3418.45,58.6,49.3,70.4,7,M50,15.14,0.64,Medium
13.92,46.6,18.55,1156.04,7.9,12.3,22.8,7,M20,20.91,1.17,Medium
3.41,26.74,87.28,1667.3,13.8,17.5,84.2,3,M20,9.31,0.32,High
5.61,53.67,82.75,2391.6,1.9,9.5,88.0,9,M20,11.39,0.9,High
6.51,6.76,19.19,1941.12,44.9,1.0,83.8,6,M20,17.47,0.35,Low
6.62,98.64,15.3,2967.65,66.6,-1.4,81.8,8,M30,1.7,0.79,Low
9.21,99.33,12.26,2689.93,50.6,46.7,75.9,8,M40,9.64,0.99,Low
14.15,70.97,82.3,298.21,73.7,49.2,67.5,3,M20,7.39,0.38,High
3.65,43.02,21.46,3494.63,5.7,-7.3,70.9,4,M50,0.42,0.97,Low
1.87,96.17,40.38,2658.17,67.8,-1.0,80.5,6,M30,4.9,0.35,Low
3.0,67.01,43.15,3037.27,61.2,15.4,69.7,2,M30,9.9,0.88,Medium
