vibration_amplitude_mm,vibration_frequency_hz,stress_mPa,strain_micro,concrete_age_years,ambient_temp_c,humidity_pct,maintenance_score,material_grade,foundation_settlement_mm,load_ratio,failure_risk,material_grade_encoded,failure_risk_encoded,stress_capacity_ratio,vibration_severity_index,maintenance_decay_index,settlement_load_interaction,environmental_exposure_index,age_group_encoded
6.19,9.39,86.43,2269.52,2.0,3.2,88.3,6,M30,14.5,0.22,High,1,0,2.881,58.12,0.328,3.19,20.49,0
14.74,23.09,7.84,1079.72,58.1,34.1,81.0,6,M30,14.82,0.38,Low,1,1,0.2613,340.35,9.525,5.632,43.82,2
1.72,80.04,54.28,902.43,65.8,35.4,42.9,4,M40,14.68,0.58,Medium,2,2,1.357,137.67,16.049,8.514,23.77,2
6.0,105.92,19.15,2583.75,46.4,15.2,64.0,8,M20,13.24,1.27,Low,0,1,0.9575,635.52,5.728,16.815,22.53,2
14.54,97.88,65.54,237.11,14.9,7.8,88.6,9,M40,2.92,1.21,Medium,2,2,1.6385,1423.18,1.637,3.533,24.63,0
12.99,82.53,19.95,422.21,22.1,18.2,44.0,2,M30,5.46,0.42,Low,1,1,0.665,1072.06,10.524,2.293,16.81,1
12.27,14.14,25.01,123.08,36.2,-4.4,81.5,9,M30,20.0,1.0,Low,1,1,0.8337,173.5,3.978,20.0,12.71,1
3.91,35.41,47.02,620.01,71.6,-7.2,20.7,4,M20,12.56,0.84,Medium,0,2,2.351,138.45,17.463,10.55,2.65,2
2.6,37.87,82.76,334.57,19.3,-3.3,20.3,6,M30,17.65,0.25,High,1,0,2.7587,98.46,3.164,4.412,3.39,1
10.05,30.74,23.0,3478.6891000000005,55.1,1.2,77.0,7,M30,14.25,0.61,Low,1,1,0.7667,308.94,7.761,8.692,16.32,2
13.94,62.29,17.26,1081.95,33.5,20.3,77.1,4,M30,0.97,0.73,Low,1,1,0.5753,868.32,8.171,0.708,31.07,1
8.37,64.73,69.51,607.51,23.0,40.9,79.2,8,M40,19.91,0.93,Medium,2,2,1.7378,541.79,2.84,18.516,48.23,1
8.6,43.47,47.55,919.39,34.7,4.1,89.8,10,M20,1.61,0.52,Medium,0,2,2.3775,373.84,3.436,0.837,21.64,1
4.24,43.1,82.5,3282.83,6.3,46.1,28.8,8,M20,23.58,1.23,High,0,0,4.125,182.74,0.778,29.003,19.04,0
11.55,99.6,17.46,1868.54,60.1,47.3,37.4,1,M30,5.38,0.7,Low,1,1,0.582,1150.38,54.636,3.766,25.17,2
2.85,94.93,59.9,1340.38,19.0,47.5,87.8,8,M30,12.81,0.47,Medium,1,2,1.9967,270.55,2.346,6.021,59.26,1
4.89,37.63,24.79,3069.53,54.7,40.3,33.3,10,M20,1.59,0.55,Low,0,1,1.2395,184.01,5.416,0.875,20.08,2
6.41,109.74,18.32,1442.97,6.1,11.8,71.2,3,M20,22.37,1.03,Medium,0,2,0.916,703.43,1.968,23.041,22.64,0
7.64,114.38,63.09,1239.03,71.7,-5.6,59.8,5,M50,24.5,0.9,Medium,3,2,1.2618,873.86,14.059,22.05,8.61,2
3.67,39.88,55.46,804.76,15.3,24.1,26.2,10,M20,3.66,1.02,Medium,0,2,2.773,146.36,1.515,3.733,11.55,1
1.77,43.18,69.16,1384.51,66.3,23.5,41.4,8,M40,7.39,0.52,Medium,2,2,1.729,76.43,8.185,3.843,18.01,2
9.18,61.17,31.3,1176.73,60.9,41.0,59.0,6,M30,0.4,0.56,Low,1,1,1.0433,561.54,9.984,0.224,35.99,2
4.37,112.99,43.08,2402.83,72.6,49.7,83.9,4,M40,19.67,0.64,Medium,2,2,1.077,493.77,17.707,12.589,58.48,2
8.74,105.28,39.47,1084.58,36.4,20.5,73.1,4,M20,7.79,0.41,Medium,0,2,1.9735,920.15,8.878,3.194,29.61,1
2.36,13.21,88.65,2062.48,54.8,10.7,66.6,4,M40,14.72,0.96,High,2,0,2.2162,31.18,13.366,14.131,20.45,2
7.24,47.73,29.84,324.03,28.4,1.2,57.2,6,M20,0.98,0.56,Low,0,1,1.492,345.57,4.656,0.549,12.13,1
8.01,66.85,30.06,750.38,14.6,-9.6505,42.4,7,M30,17.89,0.56,Low,1,1,1.002,535.47,2.056,10.018,4.39,0
0.82,60.87,35.14,1485.18,33.8,20.5,28.9,5,M20,13.24,0.5,Medium,0,2,1.757,49.91,6.627,6.62,11.7,1
5.08,24.07,52.99,3285.63,13.3,23.3,50.7,10,M40,18.12,0.7,Medium,2,2,1.3248,122.28,1.317,12.684,21.95,0
2.06,103.2,26.45,1382.66,73.7,39.5,22.1,8,M40,19.74,1.05,Low,2,1,0.6612,212.59,9.099,20.727,13.15,2
1.0,81.56,82.8,2357.85,8.1,20.3,35.8,7,M30,2.23,1.12,High,1,0,2.76,81.56,1.141,2.498,14.43,0
14.85,100.71,27.58,967.3,44.6,45.0,52.4,8,M30,14.45,1.08,Low,1,1,0.9193,1495.54,5.506,15.606,34.06,2
4.87,103.19,81.14,531.91,47.4,27.7,51.4,4,M40,16.25,0.88,Medium,2,2,2.0285,502.54,11.561,14.3,24.52,2
12.16,90.05,13.8,299.02,40.8,40.4,23.3,8,M40,12.92,0.51,Low,2,1,0.345,1095.01,5.037,6.589,14.07,2
3.86,53.27,60.81,1138.41,50.0,-1.1,64.2,6,M30,4.56,1.01,Medium,1,2,2.027,205.62,8.197,4.606,12.13,2
10.24,73.66,82.09,636.05,9.6,41.3,61.2,3,M50,19.89,0.24,Medium,3,2,1.6418,754.28,3.097,4.774,37.52,0
11.42,20.08,19.34,691.64,42.1,30.5,25.9,8,M30,24.90505,1.08,Low,1,1,0.6447,229.31,5.198,26.897,13.08,2
8.95,81.16,87.31,2686.58,22.3,0.2,90.7,7,M20,24.23,1.06,High,0,0,4.3655,726.38,3.141,25.684,18.32,1
7.1,22.33,43.5,153.85,70.6,1.4,27.5,10,M20,19.44,0.94,Medium,0,2,2.175,158.54,6.99,18.274,5.88,2
6.21,83.58,85.39,1996.55,57.4,45.6,84.1,5,M40,10.45,0.31,Medium,2,2,2.1348,519.03,11.255,3.239,55.17,2
5.27,28.32,62.53,1390.17,73.0,-8.1,20.3,4,M30,8.43,1.29,Medium,1,2,2.0843,149.25,17.805,10.875,2.42,2
13.95,14.99,30.63,1822.27,3.8,17.8,86.2,1,M20,1.71,1.03,Medium,0,2,1.5315,209.11,3.455,1.761,32.58,0
12.47,20.67,21.01,2013.62,22.1,8.8,21.5,10,M20,10.41,1.01,Low,0,1,1.0505,257.75,2.188,10.514,6.19,1
14.48,1.5099,30.82,1165.45,15.5,29.9,76.8,3,M30,3.9,0.27,Low,1,1,1.0273,21.86,5.0,1.053,38.32,1
1.91,86.53,12.91,1103.37,1.8,40.4,47.1,2,M20,6.36,0.64,Low,0,1,0.6455,165.27,0.857,4.07,28.45,0
10.98,88.16,17.23,2593.57,18.9,11.6,75.4,8,M20,22.3,0.29,Low,0,1,0.8615,968.0,2.333,6.467,23.83,1
14.08,62.28,13.9,3062.34,51.2,15.6,50.1,8,M50,24.21,0.6,Low,3,1,0.278,876.9,6.321,14.526,17.84,2
2.76,20.2,40.95,754.78,18.1,48.9,25.3,5,M30,23.71,0.83,Low,1,1,1.365,55.75,3.549,19.679,17.43,1
1.04,10.94,72.62,431.9,38.7,37.0,77.6,5,M20,4.83,1.17,High,0,0,3.631,11.38,7.588,5.651,44.23,1
11.13,3.28,17.02,3152.51,66.7,43.8,25.3,4,M40,22.52,0.51,Low,2,1,0.4255,36.51,16.268,11.485,16.14,2
8.64,20.72,16.08,1289.64,52.3,16.3,89.2,1,M40,3.54,0.89,Low,2,1,0.402,179.02,47.545,3.151,32.38,2
12.64,107.01,59.69,1974.48,30.2,4.0,23.8,1,M30,12.69,0.38,High,1,0,1.9897,1352.61,27.455,4.822,5.71,1
2.14,29.74,21.76,1322.45,28.6,14.7,55.9,6,M20,16.09,0.59,Low,0,1,1.088,63.64,4.689,9.493,19.4,1
11.94,43.16,13.3,527.73,34.7,33.0,74.2,4,M40,11.56,1.24,Low,2,1,0.3325,515.33,8.463,14.334,39.33,1
3.06,13.54,19.18,2103.73,14.1,-3.4,49.5,4,M30,23.8,1.02,Low,1,1,0.6393,41.43,3.439,24.276,8.22,0
2.5,27.46,83.52,1885.48,47.9,6.2,36.3,3,M30,8.33,0.8,High,1,0,2.784,68.65,15.452,6.664,9.51,2
2.51,62.79,74.83,790.18,27.9,-7.2,76.9,9,M30,13.18,0.48,Medium,1,2,2.4943,157.6,3.066,6.326,9.84,1
12.23,73.32,35.1,1636.35,64.1,15.9,78.8,3,M40,1.89,0.62,Low,2,1,0.8775,896.7,20.677,1.172,28.29,2
9.99,30.2,60.74,2809.62,57.0,39.6,89.2,8,M30,21.31,0.37,Medium,1,2,2.0247,301.7,7.037,7.885,53.16,2
7.87,7.87,50.67,2107.45,46.2,-8.5,48.2,2,M50,10.33,0.59,Medium,3,2,1.0134,61.94,22.0,6.095,5.54,2
5.41,47.53,62.56,429.52,28.0,30.5,58.0,4,M30,17.51,0.37,Medium,1,2,2.0853,257.14,6.829,6.479,29.29,1
13.16,28.87,63.03,1963.27,16.5,45.9,47.2,1,M40,17.06,1.07,Medium,2,2,1.5758,379.93,15.0,18.254,31.1,1
5.92,27.13,58.44,2489.31,58.4,4.2,39.3,5,M30,16.91,0.29,Medium,1,2,1.948,160.61,11.451,4.904,9.51,2
12.26,115.22,27.62,2795.19,37.0,31.6,76.3,2,M30,12.67,0.41,Low,1,1,0.9207,1412.6,17.619,5.195,39.37,1
6.62,74.34,8.32,2239.0,17.6,48.5,45.5,1,M30,6.94,0.96,Low,1,1,0.2773,492.13,16.0,6.662,31.17,1
5.69,67.27,43.72,619.04,15.4,47.7,52.1,1,M20,15.63,1.19,High,0,0,2.186,382.77,14.0,18.6,35.27,1
6.97,50.48,80.73,2514.59,13.2,4.1,50.3,2,M20,24.04,1.26,High,0,0,4.0365,351.85,6.286,30.29,12.12,0
4.56,52.04,53.41,2402.96,58.5,-4.0,73.4,5,M40,20.85,1.12,Medium,2,2,1.3352,237.3,11.471,23.352,11.74,2
11.23,65.37,75.75,183.05,17.9,-1.1,88.8,9,M40,2.72,0.43,Medium,2,2,1.8938,734.11,1.967,1.17,16.78,1
7.57,83.88,89.29,1499.94,40.0,32.1,70.0,6,M20,0.58,0.51,High,0,0,4.4645,634.97,6.557,0.296,36.47,1
3.52,84.56,18.91,1232.03,34.4,33.5,55.4,4,M30,12.47,1.16,Low,1,1,0.6303,297.65,8.39,14.465,29.64,1
13.5,21.43,63.8,2376.0,43.9,30.5,78.4,3,M20,19.4,1.18,High,0,0,3.19,289.3,14.161,22.892,39.59,2
5.79,60.51,62.31,834.86,65.9,10.2,68.1,8,M40,7.85,0.9,Medium,2,2,1.5578,350.35,8.136,7.065,20.57,2
8.18,50.02,88.3,2108.96,65.2,0.2,24.5,3,M20,17.53,0.55,High,0,0,4.415,409.16,21.032,9.642,4.95,2
13.6,104.59,88.78,3204.9,34.4,24.8,27.2,1,M40,23.3,0.45,High,2,0,2.2195,1422.42,31.273,10.485,12.19,1
9.38,76.14,63.37,2812.53,2.1,19.0,22.8,4,M30,11.47,1.14,Medium,1,2,2.1123,714.19,0.512,13.076,8.89,0
1.8,64.37,25.71,3232.96,32.6,33.7,54.3,5,M30,6.1,0.43,Low,1,1,0.857,115.87,6.392,2.623,29.16,1
14.1,14.73,72.88,3426.92,45.9,16.5,81.9,5,M20,22.94,0.93,High,0,0,3.644,207.69,9.0,21.334,29.89,2
9.43,73.07,14.1,136.28,42.3,10.3,43.5,5,M30,11.81,1.26,Low,1,1,0.47,689.05,8.294,14.881,13.18,2
5.06,14.95,71.36,2217.32,49.2,7.6,48.8,8,M40,10.2,0.98,Medium,2,2,1.784,75.65,6.074,9.996,13.47,2
2.13,41.13,82.37,1503.65,12.4,2.7,88.2,8,M40,8.83,0.48,Medium,2,2,2.0592,87.61,1.531,4.238,20.02,0
11.92,18.0,37.54,3023.51,48.8,5.9,82.8,4,M40,10.58,0.51,Medium,2,2,0.9385,214.56,11.902,5.396,21.45,2
9.32,83.36,58.6,956.17,14.5,-4.3,69.9,9,M40,16.84,0.3,Low,2,1,1.465,776.92,1.593,5.052,10.97,0
8.03,25.54,41.56,3435.5,56.5,10.8,40.0,1,M20,10.84,0.95,High,0,0,2.078,205.09,51.364,10.298,12.32,2
13.41,47.63,42.21,2186.61,26.1,-7.8,28.8,5,M20,8.11,0.77,High,0,0,2.1105,638.72,5.118,6.245,3.51,1
11.84,107.59,31.38,2798.03,53.5,1.2,21.2,5,M40,18.59,0.43,Low,2,1,0.7845,1273.87,10.49,7.994,4.49,2
2.32,25.31,69.78,391.04,4.5,34.8,28.0,5,M40,5.07,0.45,Low,2,1,1.7445,58.72,0.882,2.282,15.34,0
4.71,61.43,84.58,723.76,31.2,9.5,41.9,8,M40,5.05,0.21,Medium,2,2,2.1145,289.34,3.852,1.06,12.36,1
3.76,50.89,84.96,2678.57,53.2,30.1,61.4,9,M30,17.41,1.28,High,1,0,2.832,191.35,5.846,22.285,30.76,2
11.17,3.16,19.86,174.75,17.8,33.0,24.8,3,M30,21.67,1.11,Low,1,1,0.662,35.3,5.742,24.054,13.14,1
0.55,95.34,79.35,2877.39,59.9,24.9,30.2,9,M20,6.03,0.63,High,0,0,3.9675,52.44,6.582,3.799,13.56,2
8.57,9.22,67.68,147.43,47.7,47.5,33.6,8,M40,4.78,1.24,Medium,2,2,1.692,79.02,5.889,5.927,22.68,2
11.45,57.44,26.49,2334.2,44.5,-8.7,67.4,3,M50,16.76,0.94,Low,3,1,0.5298,657.69,14.355,15.754,7.62,2
13.16,67.72,10.72,1341.32,27.2,34.3,66.2,2,M30,15.52,1.03,Low,1,1,0.3573,891.2,12.952,15.986,35.95,1
5.16,75.78,27.78,2179.08,36.7,47.5,61.3,4,M30,11.18,0.95,Low,1,1,0.926,391.02,8.951,10.621,41.38,1
12.33,82.95,82.54,2466.51,45.2,41.7,38.8,2,M20,2.4,1.03,High,0,0,4.127,1022.77,21.524,2.472,23.94,2
1.7,31.14,58.82,1264.42,36.0,0.1,47.8,4,M20,2.29,0.39,High,0,0,2.941,52.94,8.78,0.893,9.61,1
12.7,2.19,66.29,467.07,52.7,9.6,27.3,5,M30,19.43,0.82,High,1,0,2.2097,27.81,10.333,15.933,8.08,2
1.96,87.09,26.86,336.8,33.1,0.3,37.0,2,M50,11.29,1.13,Low,3,1,0.5372,170.7,15.762,12.758,7.51,1
5.99,64.74,66.15,2102.38,16.0,26.1,87.3,8,M40,21.45,0.22,Medium,2,2,1.6538,387.79,1.975,4.719,40.25,1
11.97,100.5,7.39,1870.23,16.8,32.7,93.5,1,M40,14.37,0.34,Low,2,1,0.1848,1202.99,15.273,4.886,49.27,1
2.29,98.75,36.9,2623.48,1.4,9.0,68.6,3,M30,15.47,0.47,Low,1,1,1.23,226.14,0.452,7.271,19.89,0
3.48,101.36,58.27,1833.1,23.3,22.4,88.8,7,M30,23.35,0.52,Medium,1,2,1.9423,352.73,3.282,12.142,37.65,1
10.85,58.73,17.42,1536.32,56.4,31.5,68.2,10,M50,4.12,0.4,Low,3,1,0.3484,637.22,5.584,1.648,35.12,2
10.81,40.7,74.96,1453.5,59.8,15.3,22.5,1,M30,13.58,0.89,High,1,0,2.4987,439.97,54.364,12.086,7.94,2
9.64,95.2,24.98,189.92,16.0,41.2,94.6505,2,M50,1.45,0.52,Low,3,1,0.4996,917.73,7.619,0.754,57.93,1
10.42,54.7,60.44,1240.89,72.0,36.3,27.4,3,M40,8.97,0.37,Medium,2,2,1.511,569.97,23.226,3.319,15.43,2
8.16,22.83,39.44,3418.47,38.2,-6.1,71.2,2,M30,3.7,1.2,Medium,1,2,1.3147,186.29,18.19,4.44,9.9,1
3.81,102.74,55.66,3070.09,68.9,27.3,39.0,2,M30,4.7,0.96,Medium,1,2,1.8553,391.44,32.81,4.512,18.45,2
5.22,106.02,14.13,1219.89,53.3,4.1,49.4,6,M30,23.37,0.47,Low,1,1,0.471,553.42,8.738,10.984,11.91,2
2.76,56.49,6.44,2098.5,54.5,23.5,68.4,7,M20,15.27,0.6,Low,0,1,0.322,155.91,7.676,9.162,29.75,2
13.63,10.01,82.31,2980.81,7.3,47.4,52.7,6,M30,22.3,1.01,High,1,0,2.7437,136.44,1.197,22.523,35.52,0
8.77,47.15,27.92,1600.33,17.3,42.7,38.8,6,M40,11.09,1.07,Low,2,1,0.698,413.51,2.836,11.866,24.33,1
6.04,96.62,74.67,161.06,1.7,14.3,45.1,9,M40,14.94,0.39,Medium,2,2,1.8668,583.58,0.187,5.827,15.47,0
6.96,108.31,89.34050000000002,353.34,54.0,7.5,45.6,8,M20,0.8,1.23,High,0,0,4.467,753.84,6.667,0.984,12.54,2
14.21,25.21,22.97,1835.34,26.5,4.1,91.9,8,M30,11.74,1.06,Low,1,1,0.7657,358.23,3.272,12.444,22.15,1
2.34,8.97,27.54,3396.09,59.2,22.0,79.9,6,M30,14.1,1.14,Low,1,1,0.918,20.99,9.705,16.074,33.56,2
8.81,105.4,61.34,2456.91,26.1,-3.1,54.4,5,M30,0.42,0.36,Medium,1,2,2.0447,928.57,5.118,0.151,9.19,1
7.61,47.34,87.06,341.12,61.6,23.0,35.0,9,M30,19.74,0.36,High,1,0,2.902,360.26,6.769,7.106,15.05,2
9.19,65.47,82.84,743.83,10.7,-9.6505,80.8,2,M40,7.39,0.54,Medium,2,2,2.071,601.67,5.095,3.991,8.36,0
0.32,116.2,47.74,2722.5,13.8,9.4,31.8,7,M30,11.31,0.27,Low,1,1,1.5913,37.18,1.944,3.054,9.35,0
13.09,8.92,72.58,2960.9,26.2,3.2,35.8,6,M20,13.39,0.3,High,0,0,3.629,116.76,4.295,4.017,8.31,1
13.99,78.15,16.54,2200.16,31.2,48.3,47.5,7,M30,24.8,0.36,Low,1,1,0.5513,1093.32,4.394,8.928,32.44,1
8.5,9.82,88.08,2291.04,26.8,33.6,86.0,4,M30,2.48,0.98,High,1,0,2.936,83.47,6.537,2.43,46.1,1
10.46,45.68,86.97,196.35,57.5,11.0,29.9,9,M20,13.88,0.23,High,0,0,4.3485,477.81,6.319,3.192,9.27,2
13.84,96.65,18.92,2917.0,8.2,-4.4,29.2,7,M30,13.26,0.29,Low,1,1,0.6307,1337.64,1.155,3.845,4.56,0
10.62,52.58,30.45,2780.14,27.0,21.0,57.0,2,M30,1.72,1.24,Low,1,1,1.015,558.4,12.857,2.133,23.37,1
2.33,119.42545,13.51,980.72,63.0,2.8,40.7,4,M40,15.85,0.29,Low,2,1,0.3378,278.26,15.366,4.596,9.28,2
8.67,67.53,28.1,2509.5,5.9,22.2,62.7,5,M40,7.17,0.79,Low,2,1,0.7025,585.49,1.157,5.664,26.46,0
9.12,39.22,74.36,830.51,70.7,40.1,53.9,2,M40,2.59,0.91,Medium,2,2,1.859,357.69,33.667,2.357,32.39,2
6.39,27.19,37.16,237.12,74.0,26.9,52.6,10,M30,4.47,1.25,Low,1,1,1.2387,173.74,7.327,5.587,24.67,2
11.06,42.71,12.51,783.86,7.6,28.0,28.4,8,M20,20.59,1.19,Low,0,1,0.6255,472.37,0.938,24.502,13.63,0
14.02,45.33,34.09,707.34,22.6,22.5,30.6,1,M30,2.6,0.68,Low,1,1,1.1363,635.53,20.545,1.768,13.0,1
13.89,9.18,88.42,1248.34,28.6,45.6,81.6,3,M40,11.67,1.24,High,2,0,2.2105,127.51,9.226,14.471,53.53,1
6.79,44.98,58.52,1522.73,58.5,45.9,86.4,1,M30,4.88,0.68,Medium,1,2,1.9507,305.41,53.182,3.318,56.94,2
1.74,56.24,40.37,1829.03,45.1,20.8,37.6,5,M30,4.06,0.94,Low,1,1,1.3457,97.86,8.843,3.816,15.34,2
14.77,87.01,19.16,1720.96,48.7,8.3,28.5,8,M20,5.14,0.49,Low,0,1,0.958,1285.14,6.012,2.519,8.07,2
12.59,79.15,88.83,1020.29,57.1,17.6,24.0,7,M50,12.32,0.9,Medium,3,2,1.7766,996.5,8.042,11.088,9.02,2
1.91,85.34,74.77,199.18,9.7,1.2,65.6,9,M50,5.94,0.79,Low,3,1,1.4954,163.0,1.066,4.693,13.91,0
13.82,2.0,28.93,2157.35,62.7,28.2,73.7,2,M20,2.42,0.87,Medium,0,2,1.4465,27.64,29.857,2.105,35.52,2
13.05,26.9,10.96,1445.53,53.2,20.0,48.0,8,M40,20.04,0.95,Low,2,1,0.274,351.04,6.568,19.038,19.2,2
7.81,79.74,9.81,1115.49,43.7,-3.8,71.0,8,M20,13.5,0.39,Low,0,1,0.4905,622.77,5.395,5.265,11.5,2
8.89,58.59,15.23,3047.6,66.8,1.9,73.5,6,M30,3.92,0.53,Low,1,1,0.5077,520.87,10.951,2.078,16.1,2
6.02,1.63,54.37,2638.93,52.8,18.8,90.2,3,M20,11.79,1.01,High,0,0,2.7185,9.81,17.032,11.908,35.0,2
0.87,96.73,83.94,3016.4,15.9,43.3,24.9,2,M20,1.71,0.38,High,0,0,4.197,84.16,7.571,0.65,15.76,1
5.06,92.96,47.22,1782.94,32.8,24.0,34.4,8,M20,14.51,0.58,Medium,0,2,2.361,470.38,4.049,8.416,15.14,1
12.05,66.26,76.65,545.17,37.6,30.9,25.1,6,M50,8.51,0.93,Medium,3,2,1.533,798.43,6.164,7.914,12.78,1
0.17485,8.91,42.9,2467.15,5.1,10.3,85.1,4,M40,2.59,1.23,Low,2,1,1.0725,1.56,1.244,3.186,25.79,0
5.04,92.22,65.23,800.65,71.6,24.3,79.4,5,M20,4.59,0.28,High,0,0,3.2615,464.79,14.039,1.285,35.17,2
6.0,70.46,67.21,1600.18,10.5,16.8,63.1,5,M30,8.64,0.77,Medium,1,2,2.2403,422.76,2.059,6.653,23.22,0
8.08,94.05,19.79,321.0,52.6,29.5,26.3,9,M20,20.16,0.29,Low,0,1,0.9895,759.92,5.78,5.846,13.02,2
13.8,90.46,35.7,2906.05,38.5,-7.0,40.5,9,M20,4.34,0.62,Medium,0,2,1.785,1248.35,4.231,2.691,5.26,1
5.23,96.56,59.17,528.2,2.9,19.6,42.3,8,M40,2.74,0.39,Low,2,1,1.4792,505.01,0.358,1.069,16.75,0
5.24,62.64,11.01,3170.53,69.4,7.8,62.1,8,M20,12.9,0.91,Low,0,1,0.5505,328.23,8.568,11.739,17.26,2
11.08,17.7,35.73,3038.38,64.0,9.6,39.4,2,M30,13.97,1.03,Medium,1,2,1.191,196.12,30.476,14.389,11.66,2
6.81,80.87,50.46,1679.58,39.8,47.7,25.5,3,M30,2.26,0.47,Medium,1,2,1.682,550.72,12.839,1.062,17.26,1
3.41,74.84,89.34050000000002,2630.85,17.9,1.0,74.8,8,M20,7.11,0.98,High,0,0,4.467,255.2,2.21,6.968,15.71,1
6.81,89.33,45.34,2206.11,10.0,8.7,42.4,5,M30,6.57,0.69,Medium,1,2,1.5113,608.34,1.961,4.533,12.17,0
2.16,21.22,74.36,2830.46,27.9,20.6,53.9,7,M50,4.66,0.51,Low,3,1,1.4872,45.84,3.93,2.377,21.88,1
2.69,24.2,41.73,1568.14,19.9,41.8,29.6,8,M40,7.89,0.78,Low,2,1,1.0432,65.1,2.457,6.154,18.29,1
7.5,106.96,72.69,2771.75,38.5,15.0,80.2,6,M20,0.93,0.62,High,0,0,3.6345,802.2,6.311,0.577,28.07,1
6.31,90.25,55.61,1672.35,72.5,34.6,62.4,5,M40,16.29,0.45,Medium,2,2,1.3902,569.48,14.216,7.33,34.07,2
13.73,109.08,80.36,3299.28,43.5,41.4,87.6,8,M50,24.71,1.03,High,3,0,1.6072,1497.67,5.37,25.451,53.79,2
5.47,91.29,39.93,1753.67,66.9,8.6,57.2,1,M20,15.85,1.08,High,0,0,1.9965,499.36,60.818,17.118,16.36,2
8.73,72.06,56.37,1672.91,49.2,13.6,90.6,1,M30,9.03,1.08,Medium,1,2,1.879,629.08,44.727,9.752,30.44,2
9.5,78.84,58.55,2769.24,36.2,11.4,86.9,1,M20,16.7,0.62,High,0,0,2.9275,748.98,32.909,10.354,27.29,1
0.25,106.81,40.48,2893.36,64.2,40.0,63.2,3,M30,14.29,0.39,Medium,1,2,1.3493,26.7,20.71,5.573,37.92,2
9.97,69.88,17.27,1985.26,35.9,-7.3,90.0,10,M40,21.17,1.12,Low,2,1,0.4318,696.7,3.554,23.71,11.43,1
2.71,76.25,12.95,711.31,65.3,8.5,44.2,6,M20,15.55,0.56,Low,0,1,0.6475,206.64,10.705,8.708,12.6,2
14.42,19.62,6.42,1690.38,22.6,30.8,47.4,6,M20,15.85,1.02,Low,0,1,0.321,282.92,3.705,16.167,24.08,1
2.27,57.4,79.25,3391.45,10.5,23.9,23.4,5,M30,5.54,1.1,High,1,0,2.6417,130.3,2.059,6.094,10.27,0
6.25,86.25,25.1,2660.15,64.3,16.2,64.2,7,M30,10.39,1.04,Low,1,1,0.8367,539.06,9.056,10.806,23.24,2
1.33,33.24,22.98,2857.95,44.5,22.4,74.1,5,M30,8.61,0.63,Low,1,1,0.766,44.21,8.725,5.424,31.42,2
14.91505,25.07,67.56,211.61,66.8,1.9,78.0,2,M40,0.29,1.23,Medium,2,2,1.689,373.92,31.81,0.357,17.08,2
7.56,38.35,32.2,1690.72,70.4,15.8,31.2,4,M20,7.83,0.93,Medium,0,2,1.61,289.93,17.171,7.282,11.17,2
8.95,29.74,48.01,2298.51,5.0,20.1,53.3,1,M30,12.15,0.83,Medium,1,2,1.6003,266.17,4.545,10.084,21.37,0
1.05,26.57,18.81,2922.11,38.1,44.1,33.3,7,M20,15.0,0.97,Low,0,1,0.9405,27.9,5.366,14.55,21.35,1
11.26,51.56,86.58,267.53,28.7,5.7,69.7,4,M50,23.36,0.25,Medium,3,2,1.7316,580.57,7.0,5.84,17.91,1
3.19,109.03,77.38,2998.29,47.3,42.1,31.8,4,M30,5.98,0.63,High,1,0,2.5793,347.81,11.537,3.767,19.75,2
13.48,61.34,78.42,1964.56,59.7,28.7,87.8,4,M20,3.81,1.17,High,0,0,3.921,826.86,14.561,4.458,42.76,2
3.12,23.36,39.58,770.87,21.8,-8.8,37.3,3,M20,21.74,0.38,Medium,0,2,1.979,72.88,7.032,8.261,4.18,1
2.9,10.16,69.8,1178.67,42.2,33.5,41.9,8,M20,23.55,0.66,High,0,0,3.49,29.46,5.21,15.543,22.42,2
0.6,83.84,17.23,1058.56,53.4,-7.9,83.8,4,M20,12.2,0.65,Low,0,1,0.8615,50.3,13.024,7.93,10.14,2
7.11,46.55,5.73,1904.92,10.9,49.7,54.4,8,M30,2.88,0.59,Low,1,1,0.191,330.97,1.346,1.699,37.92,0
8.49,98.8,6.7,275.73,61.2,42.4,21.8,9,M40,12.13,0.82,Low,2,1,0.1675,838.81,6.725,9.947,13.6,2
1.03,79.48,54.86,639.02,45.9,7.8,57.1,1,M30,2.74,1.29,Medium,1,2,1.8287,81.86,41.727,3.535,15.87,2
11.64,95.75,43.71,2863.16,71.3,5.4,26.3,4,M30,22.08,0.48,Medium,1,2,1.457,1114.53,17.39,10.598,6.68,2
6.83,33.36,49.03,550.85,26.1,12.9,93.9,6,M40,17.7,0.98,Low,2,1,1.2258,227.85,4.279,17.346,30.89,1
7.89,83.39,5.67455,893.55,9.0,11.4,64.1,8,M30,6.03,1.03,Low,1,1,0.1892,657.95,1.111,6.211,20.13,0
6.64,32.42,40.93,1641.46,38.5,12.3,39.2,6,M20,22.17,0.84,Medium,0,2,2.0465,215.27,6.311,18.623,12.66,1
6.04,112.75,66.04,1858.21,7.3,9.1,62.3,6,M20,15.95,0.31,High,0,0,3.302,681.01,1.197,4.944,18.13,0
8.42,76.73,42.63,2696.28,72.7,27.3,25.8,10,M40,23.83,0.83,Medium,2,2,1.0658,646.07,7.198,19.779,12.2,2
